Emp ID,Name Prefix,First Name,Middle Initial,Last Name,Gender,E Mail,Father's Name,Mother's Name,Mother's Maiden Name,Date of Birth,Time of Birth,Age in Yrs.,Weight in Kgs.,Date of Joining,Quarter of Joining,Half of Joining,Year of Joining,Month of Joining,Month Name of Joining,Short Month,Day of Joining,DOW of Joining,Short DOW,Age in Company (Years),Salary,Last % Hike,SSN,Phone No. ,Place Name,County,City,State,Zip,Region,User Name,Password
403013,Dr.,Scott,K,Paulk,M,scott.paulk@hotmail.com,Royce Paulk,Creola Paulk,Culler,7/12/1987,03:00:17 AM,33.16,61,11/25/2014,Q4,H2,2014,11,November,Nov,25,Tuesday,Tue,5.77,98997,23%,231-99-8220,240-878-3534,Lanham,Prince George's,Lanham,MD,20703,South,skpaulk,H[7wcrIl0
378888,Mr.,Carlo,H,Trimble,M,carlo.trimble@gmail.com,Wilbur Trimble,Inger Trimble,Schweizer,2/29/1996,10:48:11 PM,24.52,79,3/1/2017,Q1,H1,2017,3,March,Mar,1,Wednesday,Wed,3.51,118835,30%,120-98-6352,236-529-1748,Burgess,Northumberland,Burgess,VA,22432,South,chtrimble,3ceWT5;KS
992875,Ms.,Vicenta,K,Guel,F,vicenta.guel@walmart.com,Teodoro Guel,Cori Guel,Crumpler,12/23/1966,02:49:59 PM,53.73,42,4/2/2014,Q2,H1,2014,4,April,Apr,2,Wednesday,Wed,6.42,116813,3%,754-07-1200,209-851-6101,Redway,Humboldt,Redway,CA,95560,West,vkguel,b]RSN1F@w
137186,Mr.,Richard,U,Goldsmith,M,richard.goldsmith@yahoo.com,Richard Goldsmith,Marci Goldsmith,Overall,11/16/1969,03:26:08 AM,50.83,66,8/20/2014,Q3,H2,2014,8,August,Aug,20,Wednesday,Wed,6.04,100406,7%,662-22-4797,605-409-0403,Stickney,Aurora,Stickney,SD,57375,Midwest,rugoldsmith,vnT/z>u-CwUN
800987,Hon.,Leon,M,Browne,F,leon.browne@hotmail.com,Eldon Browne,Rosetta Browne,Shuttleworth,2/2/1989,02:02:06 PM,31.6,48,8/5/2015,Q3,H2,2015,8,August,Aug,5,Wednesday,Wed,5.08,87039,7%,426-99-1839,203-943-5699,Wallingford,New Haven,Wallingford,CT,6493,Northeast,lmbrowne,Uh;Rq]S#bero
463828,Ms.,Austin,H,Negri,F,austin.negri@bellsouth.net,Ralph Negri,Gilda Negri,Frary,9/11/1963,11:50:53 AM,57.01,58,5/1/2004,Q2,H1,2004,5,May,May,1,Saturday,Sat,16.35,64905,15%,614-87-2250,212-339-9177,New York City,New York,New York City,NY,10106,Northeast,ahnegri,rEQOd&HZLQ?_
679242,Mr.,Demetrius,V,Mcnish,M,demetrius.mcnish@btinternet.com,Oswaldo Mcnish,Becki Mcnish,Laffey,5/8/1996,11:05:55 PM,24.33,73,5/23/2020,Q2,H1,2020,5,May,May,23,Saturday,Sat,0.28,108016,25%,653-60-4253,218-526-5575,Minnetonka Beach,Hennepin,Minnetonka Beach,MN,55361,Midwest,dvmcnish,5T>Gze4]
587852,Mr.,Buster,I,Laplant,M,buster.laplant@hotmail.com,Robby Laplant,Synthia Laplant,Bohan,7/2/1971,12:33:23 AM,49.2,75,6/14/1993,Q2,H1,1993,6,June,Jun,14,Monday,Mon,27.24,198558,21%,686-24-2013,215-393-1084,Blue Bell,Montgomery,Blue Bell,PA,19422,Northeast,bilaplant,OLcN7^qRp
253028,Drs.,Brigette,V,Loar,F,brigette.loar@comcast.net,Nigel Loar,Meaghan Loar,Canup,7/23/1977,07:29:22 PM,43.14,43,4/3/2013,Q2,H1,2013,4,April,Apr,3,Wednesday,Wed,7.42,97313,20%,238-99-4406,212-937-9756,Walker Valley,Ulster,Walker Valley,NY,12588,Northeast,bvloar,TQ3CUfra8w]YPX
806707,Mr.,Long,R,Johannes,M,long.johannes@gmail.com,Genaro Johannes,Denna Johannes,Palafox,5/5/1975,11:06:52 AM,45.36,64,8/14/2019,Q3,H2,2019,8,August,Aug,14,Wednesday,Wed,1.05,119905,12%,622-85-3997,202-932-2416,Washington,District of Columbia,Washington,DC,20436,South,lrjohannes,xTK:$y*n^
220267,Prof.,Rubin,W,Cudney,M,rubin.cudney@aol.com,Harris Cudney,Serina Cudney,Bracewell,11/18/1970,06:04:52 AM,49.82,62,4/28/2010,Q2,H1,2010,4,April,Apr,28,Wednesday,Wed,10.35,45556,0%,332-11-7761,304-426-8054,Bayard,Grant,Bayard,WV,26707,South,rwcudney,ac[Ce7*q>OJ1>
478014,Mrs.,Gerald,U,Galligan,F,gerald.galligan@charter.net,Darell Galligan,Lakesha Galligan,Mcalpin,10/30/1972,05:29:38 AM,47.87,53,7/21/2015,Q3,H2,2015,7,July,Jul,21,Tuesday,Tue,5.12,118318,13%,071-02-3634,314-259-7748,Bates City,Lafayette,Bates City,MO,64011,Midwest,gugalligan,48dn;CiDLJ31gw{
820605,Ms.,Millicent,U,Bakke,F,millicent.bakke@yahoo.com,Rickie Bakke,Crysta Bakke,Schafer,9/12/1998,04:29:56 PM,21.99,42,8/9/2020,Q3,H2,2020,8,August,Aug,9,Sunday,Sun,0.06,60882,16%,644-29-9442,215-608-1059,Oneida,Schuylkill,Oneida,PA,18242,Northeast,mubakke,iH\K.Fl[c
389783,Mrs.,Margie,A,Wurster,F,margie.wurster@aol.com,Gabriel Wurster,Johnsie Wurster,Parramore,4/28/1975,08:44:50 PM,45.38,49,1/22/1997,Q1,H1,1997,1,January,Jan,22,Wednesday,Wed,23.62,140640,23%,650-62-3278,209-363-4939,Sacramento,Sacramento,Sacramento,CA,94206,West,mawurster,h2$sz![[
502507,Mr.,Hilton,H,Stollings,M,hilton.stollings@earthlink.net,Huey Stollings,Debbi Stollings,Dozier,3/9/1973,03:59:53 PM,47.52,67,4/21/1997,Q2,H1,1997,4,April,Apr,21,Monday,Mon,23.38,129016,5%,511-33-6885,503-813-5141,Hillsboro,Washington,Hillsboro,OR,97123,West,hhstollings,t$U?xTJ!f59d
981339,Hon.,Daryl,J,Stapleton,F,daryl.stapleton@sbcglobal.net,Rickey Stapleton,Sherice Stapleton,Gran,11/7/1976,01:14:15 PM,43.85,49,10/22/2006,Q4,H2,2006,10,October,Oct,22,Sunday,Sun,13.87,110948,18%,102-02-6113,218-374-0125,Thief River Falls,Pennington,Thief River Falls,MN,56701,Midwest,djstapleton,PIiSnsb;i<p*Dt
816055,Mrs.,Addie,V,Marrufo,F,addie.marrufo@cox.net,Jerome Marrufo,Gussie Marrufo,Weinberger,6/22/1962,12:56:17 AM,58.24,40,10/4/2011,Q4,H2,2011,10,October,Oct,4,Tuesday,Tue,8.92,193971,16%,425-99-4999,239-532-7456,Niceville,Okaloosa,Niceville,FL,32578,South,avmarrufo,UFX%}za/iq\M:V
553822,Mr.,Theodore,W,Bates,M,theodore.bates@yahoo.com,Hunter Bates,Trinity Bates,Doucet,10/20/1971,12:20:47 PM,48.9,80,8/22/2010,Q3,H2,2010,8,August,Aug,22,Sunday,Sun,10.04,88448,16%,327-11-2559,503-412-2724,Scottsburg,Douglas,Scottsburg,OR,97473,West,twbates,qvcoq\W@a?R*
670329,Prof.,Norberto,B,Vanmeter,M,norberto.vanmeter@aol.com,Dominique Vanmeter,Dannielle Vanmeter,Kautz,10/15/1998,03:50:43 AM,21.9,64,12/12/2019,Q4,H2,2019,12,December,Dec,12,Thursday,Thu,0.72,84380,27%,098-02-3818,209-373-0938,San Diego,San Diego,San Diego,CA,92117,West,nbvanmeter,JwVVo|vw]V5:||
498054,Dr.,Benton,K,Ashley,M,benton.ashley@earthlink.net,Les Ashley,Kacey Ashley,Dipasquale,4/18/1982,05:37:13 PM,38.4,59,12/7/2009,Q4,H2,2009,12,December,Dec,7,Monday,Mon,10.74,88488,15%,064-02-9179,308-332-0438,Saint Edward,Boone,Saint Edward,NE,68660,Midwest,bkashley,LX%Z-4%jdKn
649807,Mr.,Arthur,Z,Canales,M,arthur.canales@gmail.com,Clifford Canales,Magdalen Canales,Bien,5/3/1974,08:50:35 AM,46.36,88,8/23/2008,Q3,H2,2008,8,August,Aug,23,Saturday,Sat,12.03,130452,25%,712-18-8660,209-706-9301,Temecula,Riverside,Temecula,CA,92593,West,azcanales,w^*H66Tj~jrz^YT
789764,Mr.,Chester,X,Darling,M,chester.darling@yahoo.com,Cornell Darling,Suzan Darling,Prendergast,6/5/1978,09:06:07 AM,42.27,55,5/24/2004,Q2,H1,2004,5,May,May,24,Monday,Mon,16.28,71698,26%,668-48-0086,202-483-4248,Washington,District of Columbia,Washington,DC,20374,South,cxdarling,TeGx//B;wqF
973137,Mr.,Brain,R,Burrus,M,brain.burrus@shell.com,Irvin Burrus,Sammy Burrus,Schuh,8/15/1975,11:48:26 PM,45.08,82,7/24/2018,Q3,H2,2018,7,July,Jul,24,Tuesday,Tue,2.11,156542,12%,724-28-2783,262-917-2045,Columbus,Columbia,Columbus,WI,53925,Midwest,brburrus,zWa9GwMd6#m?
335506,Ms.,Monika,T,Agee,F,monika.agee@yahoo.com,Nelson Agee,Tamica Agee,Arant,2/16/1964,09:51:26 AM,56.58,50,5/29/1992,Q2,H1,1992,5,May,May,29,Friday,Fri,28.28,166261,28%,264-99-0846,203-350-3416,Branford,New Haven,Branford,CT,6405,Northeast,mtagee,VYlM?vh.
899822,Hon.,Bob,T,Oliveras,M,bob.oliveras@earthlink.net,Willian Oliveras,Tammy Oliveras,Mustafa,12/15/1964,08:48:09 PM,55.75,54,4/1/1988,Q2,H1,1988,4,April,Apr,1,Friday,Fri,32.44,174361,4%,418-67-2539,319-455-9445,Oran,Fayette,Oran,IA,50664,Midwest,btoliveras,6[z0xq0}Jki
974833,Ms.,Vernetta,N,Longo,F,vernetta.longo@aol.com,Philip Longo,Tianna Longo,Denault,10/31/1994,12:01:51 AM,25.85,54,6/21/2017,Q2,H1,2017,6,June,Jun,21,Wednesday,Wed,3.2,108292,16%,315-35-4888,225-908-0487,Akers,Tangipahoa,Akers,LA,70421,South,vnlongo,h~CfenVJ
501481,Mrs.,Marilou,N,Johnston,F,marilou.johnston@yahoo.co.in,Abdul Johnston,Star Johnston,Sell,5/18/1978,03:59:28 AM,42.32,53,12/7/1999,Q4,H2,1999,12,December,Dec,7,Tuesday,Tue,20.75,61799,23%,690-22-5034,218-282-7563,Blackduck,Beltrami,Blackduck,MN,56630,Midwest,mnjohnston,GIx5m8o&7
833158,Ms.,Ming,K,Gillard,F,ming.gillard@gmail.com,Adam Gillard,Serita Gillard,Nave,1/7/1971,04:20:00 AM,49.68,59,8/18/2009,Q3,H2,2009,8,August,Aug,18,Tuesday,Tue,11.05,125369,24%,505-59-2408,505-370-6284,Algodones,Sandoval,Algodones,NM,87001,West,mkgillard,Cs0Js3UtuI}]N
603263,Mr.,Pedro,C,Leadbetter,M,pedro.leadbetter@walmart.com,Douglass Leadbetter,Rosamaria Leadbetter,Kam,7/16/1982,06:54:59 PM,38.16,54,6/25/2006,Q2,H1,2006,6,June,Jun,25,Sunday,Sun,14.2,192387,19%,056-02-8281,206-227-3240,Nooksack,Whatcom,Nooksack,WA,98276,West,pcleadbetter,xQOjlhE4rl@/
275316,Mr.,Lemuel,N,Burlison,M,lemuel.burlison@gmail.com,Harvey Burlison,Amberly Burlison,Michaelson,3/2/1987,08:19:11 PM,33.53,82,12/25/2008,Q4,H2,2008,12,December,Dec,25,Thursday,Thu,11.69,88160,25%,044-15-1775,503-241-4916,Mitchell,Wheeler,Mitchell,OR,97750,West,lnburlison,AEihDi9+gJO*I
478721,Mr.,Horace,T,Nason,M,horace.nason@aol.com,Jim Nason,Gillian Nason,Hunsaker,3/9/1975,05:16:54 AM,45.52,90,3/3/2008,Q1,H1,2008,3,March,Mar,3,Monday,Mon,12.51,60359,24%,248-99-3858,206-830-9096,Snoqualmie Pass,King,Snoqualmie Pass,WA,98068,West,htnason,26RUzmn1
376481,Mr.,Wilbert,N,Midgley,M,wilbert.midgley@comcast.net,Stuart Midgley,Vernetta Midgley,Spino,11/23/1988,10:53:00 PM,31.79,73,12/23/2011,Q4,H2,2011,12,December,Dec,23,Friday,Fri,8.7,195199,5%,095-02-3439,225-861-8770,Hahnville,St. Charles,Hahnville,LA,70057,South,wnmidgley,xgtY#WO}D
214829,Ms.,Kindra,W,Kersey,F,kindra.kersey@hotmail.com,Hank Kersey,Cherish Kersey,Coker,6/17/1978,01:42:35 PM,42.24,55,4/13/2001,Q2,H1,2001,4,April,Apr,13,Friday,Fri,19.4,146375,10%,198-84-2064,205-696-8536,Ardmore,Limestone,Ardmore,AL,35739,South,kwkersey,9xqjW\sf]&<
716007,Ms.,Micah,E,Botsford,F,micah.botsford@ibm.com,Thaddeus Botsford,Charlesetta Botsford,Christ,7/6/1985,06:14:21 PM,35.18,60,12/4/2014,Q4,H2,2014,12,December,Dec,4,Thursday,Thu,5.75,95766,14%,529-99-6336,605-662-3514,Colton,Minnehaha,Colton,SD,57018,Midwest,mebotsford,NGV?_Jf07%B
663809,Mrs.,Carolin,Z,Soule,F,carolin.soule@ntlworld.com,Heriberto Soule,Neoma Soule,Foxx,1/1/1964,05:28:51 PM,56.71,47,3/10/2019,Q1,H1,2019,3,March,Mar,10,Sunday,Sun,1.48,148832,26%,118-98-9573,209-445-0745,Trona,San Bernardino,Trona,CA,93562,West,czsoule,Qbb\OCDO&D
855287,Ms.,Latoyia,I,Dart,F,latoyia.dart@gmail.com,Earle Dart,Brigid Dart,Hemphill,6/11/1999,02:59:23 AM,21.24,52,8/19/2020,Q3,H2,2020,8,August,Aug,19,Wednesday,Wed,0.04,115915,7%,109-98-6796,239-714-3100,Miami,Miami-Dade,Miami,FL,33116,South,lidart,sbR~ovYXTjKcTu+
342865,Hon.,Nilsa,I,Stradford,F,nilsa.stradford@hotmail.com,Trenton Stradford,Merrie Stradford,Hamner,8/28/1982,03:32:11 AM,38.04,60,9/19/2003,Q3,H2,2003,9,September,Sep,19,Friday,Fri,16.96,185828,21%,763-12-9594,339-861-5687,Haydenville,Hampshire,Haydenville,MA,1039,Northeast,nistradford,h<IBPH|\
305207,Hon.,Laverne,O,Kober,F,laverne.kober@yahoo.com,Delmer Kober,Lasandra Kober,Alameda,6/20/1986,12:59:37 PM,34.22,43,7/16/2016,Q3,H2,2016,7,July,Jul,16,Saturday,Sat,4.13,132603,29%,043-15-9945,216-976-4757,Dayton,Montgomery,Dayton,OH,45423,Midwest,lokober,6OnCAAkr0]Cop
420733,Mrs.,Myrna,S,Pohl,F,myrna.pohl@yahoo.com,Devon Pohl,Ariana Pohl,Hubble,2/15/1992,12:53:14 AM,28.56,46,4/27/2015,Q2,H1,2015,4,April,Apr,27,Monday,Mon,5.35,92734,3%,690-22-4527,209-440-9110,Buena Park,Orange,Buena Park,CA,90624,West,mspohl,6e3UTOp]}|o1>O|
899838,Hon.,Elisha,Q,Upshaw,F,elisha.upshaw@gmail.com,Len Upshaw,Yessenia Upshaw,Prater,7/19/1999,10:27:07 PM,21.14,49,7/29/2020,Q3,H2,2020,7,July,Jul,29,Wednesday,Wed,0.09,160965,24%,378-37-3617,479-747-4000,Bruno,Bruno,Bruno,AR,72618,South,equpshaw,D:f/p@zt&gR
707694,Dr.,Keith,Z,Kirkendall,M,keith.kirkendall@gmail.com,Antone Kirkendall,Tashina Kirkendall,Keegan,3/17/1967,05:01:00 AM,53.5,55,11/11/2006,Q4,H2,2006,11,November,Nov,11,Saturday,Sat,13.82,140403,12%,149-23-1114,219-245-7542,Dunreith,Henry,Dunreith,IN,47337,Midwest,kzkirkendall,8;E~:vHxLIGw
604167,Mr.,Arron,Y,Latch,M,arron.latch@bellsouth.net,Lowell Latch,Carlota Latch,Amedee,8/13/1972,10:02:35 PM,48.08,66,8/19/1998,Q3,H2,1998,8,August,Aug,19,Wednesday,Wed,22.05,199698,29%,536-71-4755,225-713-9621,Kurthwood,Vernon,Kurthwood,LA,71443,South,aylatch,B^\sck0P;|B>3G
899068,Mr.,Clair,S,Champine,M,clair.champine@ibm.com,Octavio Champine,Rita Champine,Boney,10/13/1980,01:47:48 PM,39.91,83,10/19/2002,Q4,H2,2002,10,October,Oct,19,Saturday,Sat,17.88,138991,30%,546-99-8100,701-851-3294,Tower City,Cass,Tower City,ND,58071,Midwest,cschampine,Ut;qs|IL
894737,Mr.,Alberto,O,Duckworth,M,alberto.duckworth@aol.com,Jed Duckworth,Sunday Duckworth,Carwile,11/7/1981,12:18:38 AM,38.84,86,4/8/2015,Q2,H1,2015,4,April,Apr,8,Wednesday,Wed,5.41,119578,26%,241-99-8321,236-903-8696,Dryden,Lee,Dryden,VA,24243,South,aoduckworth,zQmojQnK:
211062,Hon.,Kendal,S,Birdsell,F,kendal.birdsell@gmail.com,Gregg Birdsell,Tess Birdsell,Stricklin,10/3/1982,06:58:54 AM,37.94,56,7/6/2010,Q3,H2,2010,7,July,Jul,6,Tuesday,Tue,10.16,172415,15%,710-18-6390,217-998-9454,North Henderson,Mercer,North Henderson,IL,61466,Midwest,ksbirdsell,7-+QD[|:h
296537,Mr.,Trey,O,Garman,M,trey.garman@apple.com,Trevor Garman,Anitra Garman,Fraser,1/2/1971,06:31:44 PM,49.7,52,7/21/2006,Q3,H2,2006,7,July,Jul,21,Friday,Fri,14.13,100105,5%,052-02-8700,210-529-1583,Needville,Fort Bend,Needville,TX,77461,South,togarman,Ora/_<sND|0>
325649,Hon.,Jovan,R,Ansley,F,jovan.ansley@gmail.com,Wesley Ansley,Valarie Ansley,Rumbaugh,6/27/1978,12:31:20 AM,42.21,40,9/16/1999,Q3,H2,1999,9,September,Sep,16,Thursday,Thu,20.98,168432,27%,235-57-1703,206-840-4897,Brinnon,Jefferson,Brinnon,WA,98320,West,jransley,i8lGqW9Iilz\9#
215037,Mrs.,Joellen,G,Bankhead,F,joellen.bankhead@yahoo.com,Damion Bankhead,Libbie Bankhead,Drennon,3/9/1993,02:48:30 AM,27.5,58,8/25/2019,Q3,H2,2019,8,August,Aug,25,Sunday,Sun,1.02,79263,15%,034-92-3609,229-349-6917,Conyers,Rockdale,Conyers,GA,30013,South,jgbankhead,D@?11L.ALUpj
783363,Mr.,Irwin,Z,Casillas,M,irwin.casillas@shell.com,Ethan Casillas,Mikaela Casillas,Lamere,2/11/1983,04:18:15 AM,37.58,76,12/18/2012,Q4,H2,2012,12,December,Dec,18,Tuesday,Tue,7.71,189336,20%,261-99-9726,262-294-9275,Powers Lake,Kenosha,Powers Lake,WI,53159,Midwest,izcasillas,UN!$NN#{kTZL-
535581,Hon.,Gabriel,U,Bing,M,gabriel.bing@hotmail.com,Cliff Bing,Sherlene Bing,Storm,8/31/1994,10:02:16 AM,26.02,79,5/26/2016,Q2,H1,2016,5,May,May,26,Thursday,Thu,4.27,81414,13%,294-15-0497,229-604-6619,Milledgeville,Baldwin,Milledgeville,GA,31062,South,gubing,Y^N?H3a|
185122,Mrs.,Lakendra,F,Ashbrook,F,lakendra.ashbrook@rediffmail.com,Cary Ashbrook,Mercedes Ashbrook,Stairs,8/19/1985,12:31:05 AM,35.06,46,6/28/2015,Q2,H1,2015,6,June,Jun,28,Sunday,Sun,5.18,168293,3%,767-02-3778,304-692-8022,Burton,Wetzel,Burton,WV,26562,South,lfashbrook,t!.9fq1Y_Ha*
906802,Mr.,Numbers,F,Mickey,M,numbers.mickey@hotmail.com,Owen Mickey,Randi Mickey,Brobst,3/6/1998,06:56:20 AM,22.51,78,8/28/2020,Q3,H2,2020,8,August,Aug,28,Friday,Fri,0.01,128312,5%,374-37-5460,308-878-0889,Hyannis,Grant,Hyannis,NE,69350,Midwest,nfmickey,L.H9.f{t8n;
786412,Mr.,Luke,N,Haws,M,luke.haws@cox.net,Reginald Haws,Carmel Haws,Oglesby,9/4/1961,09:26:00 PM,59.03,82,3/23/2020,Q1,H1,2020,3,March,Mar,23,Monday,Mon,0.44,96290,26%,493-29-4956,262-631-7355,Byron,Fond du Lac,Byron,WI,53009,Midwest,lnhaws,xZF%4n%T!ceg
735851,Mr.,Larry,F,Krug,M,larry.krug@gmail.com,Kurtis Krug,Racheal Krug,Wilburn,3/1/1984,12:34:05 PM,36.53,60,1/20/2008,Q1,H1,2008,1,January,Jan,20,Sunday,Sun,12.62,78244,22%,575-99-4641,215-442-3206,Harrisburg,Dauphin,Harrisburg,PA,17124,Northeast,lfkrug,ey7Sz~y&8PDzt*d
956056,Ms.,Shelba,C,Pressnell,F,shelba.pressnell@rediffmail.com,Weston Pressnell,Lanell Pressnell,Mullins,1/1/1974,12:52:37 AM,46.7,48,1/29/2010,Q1,H1,2010,1,January,Jan,29,Friday,Fri,10.6,104717,3%,498-29-4800,480-920-9271,Tortilla Flat,Maricopa,Tortilla Flat,AZ,85290,West,scpressnell,d?2lkCh[]0bjw
923208,Mrs.,Frankie,M,Collinson,F,frankie.collinson@yahoo.co.uk,Kirk Collinson,Hae Collinson,Atnip,8/31/1976,06:51:58 PM,44.03,55,3/11/2002,Q1,H1,2002,3,March,Mar,11,Monday,Mon,18.49,98297,26%,610-87-8139,231-907-5336,Garden,Delta,Garden,MI,49835,Midwest,fmcollinson,V^f0><D/Of
194006,Mrs.,Paulette,D,Howery,F,paulette.howery@outlook.com,Dario Howery,Kasi Howery,Ginyard,11/30/1970,12:47:04 PM,49.79,50,4/5/1998,Q2,H1,1998,4,April,Apr,5,Sunday,Sun,22.42,88564,0%,148-23-0443,236-633-6547,Maurertown,Shenandoah,Maurertown,VA,22644,South,pdhowery,A4[c~o+xi
809294,Mr.,Odell,F,Kirschner,M,odell.kirschner@gmail.com,Jeffrey Kirschner,Catherin Kirschner,Cosey,12/29/1982,04:49:06 PM,37.7,79,11/11/2016,Q4,H2,2016,11,November,Nov,11,Friday,Fri,3.81,114745,27%,116-98-6412,219-274-2321,Tyner,Marshall,Tyner,IN,46572,Midwest,ofkirschner,xMt.@4SZS4vJwk\
735946,Mr.,Timmy,Q,Asay,M,timmy.asay@gmail.com,Domenic Asay,Marla Asay,Croce,3/9/1984,10:50:41 AM,36.51,55,2/16/2009,Q1,H1,2009,2,February,Feb,16,Monday,Mon,11.55,155254,27%,617-87-2272,262-758-7744,Sheboygan,Sheboygan,Sheboygan,WI,53081,Midwest,tqasay,5p~z6l3L
916222,Ms.,Jonnie,M,Harvin,F,jonnie.harvin@aol.com,Brant Harvin,Shala Harvin,Scoville,3/10/1982,06:54:53 AM,38.51,55,10/26/2017,Q4,H2,2017,10,October,Oct,26,Thursday,Thu,2.85,146571,26%,360-08-9188,209-680-7486,Yuba City,Sutter,Yuba City,CA,95991,West,jmharvin,Fs^5BkG*W+
661363,Ms.,Indira,U,Maroney,F,indira.maroney@hotmail.com,Johnie Maroney,Heidi Maroney,Atlas,12/14/1985,06:35:58 AM,34.74,46,11/3/2015,Q4,H2,2015,11,November,Nov,3,Tuesday,Tue,4.83,184095,8%,294-15-4082,423-648-2203,Bakewell,Hamilton,Bakewell,TN,37304,South,iumaroney,Mb~b1t^yo@&z
956918,Mr.,Rogelio,V,Mckeehan,M,rogelio.mckeehan@aol.com,Zachery Mckeehan,Ivory Mckeehan,Penton,2/28/1962,08:34:52 PM,58.55,70,12/31/2006,Q4,H2,2006,12,December,Dec,31,Sunday,Sun,13.68,107099,12%,248-99-6869,314-854-7439,Kansas City,Jackson,Kansas City,MO,64132,Midwest,rvmckeehan,0Ze%]TNs85Qd
310652,Hon.,Kraig,K,Sugg,M,kraig.sugg@gmail.com,Dale Sugg,Trinity Sugg,Sprayberry,3/7/1989,10:56:33 PM,31.51,79,5/28/2012,Q2,H1,2012,5,May,May,28,Monday,Mon,8.27,181357,21%,425-99-5731,236-969-5044,Hillsville,Carroll,Hillsville,VA,24343,South,kksugg,sY|TFxPSkheck
583813,Hon.,Donette,R,Dearth,F,donette.dearth@aol.com,Merrill Dearth,Alyssa Dearth,Sauer,7/31/1966,12:38:54 AM,54.13,54,7/5/1991,Q3,H2,1991,7,July,Jul,5,Friday,Fri,29.18,98768,21%,257-99-4435,218-563-7067,Saint Paul,Washington,Saint Paul,MN,55129,Midwest,drdearth,WZJruF{bMaPRB
483460,Mrs.,Janene,W,Mollett,F,janene.mollett@gmail.com,Stuart Mollett,Paola Mollett,Gupton,1/14/1963,12:56:35 PM,57.67,40,1/15/1989,Q1,H1,1989,1,January,Jan,15,Sunday,Sun,31.65,115978,7%,564-99-8300,215-552-2172,Pittsburgh,Allegheny,Pittsburgh,PA,15266,Northeast,jwmollett,iuqecH2FLCU6
793795,Mrs.,Cathryn,P,Ector,F,cathryn.ector@gmail.com,Bradford Ector,Yetta Ector,Alderman,8/10/1995,04:30:13 PM,25.08,44,12/26/2018,Q4,H2,2018,12,December,Dec,26,Wednesday,Wed,1.68,186018,8%,707-18-7853,423-664-4539,Corryton,Knox,Corryton,TN,37721,South,cpector,IQi:[xeBZ$*\P
446071,Mr.,Shane,F,Oyama,M,shane.oyama@verizon.net,Franklin Oyama,Hester Oyama,Hooser,10/27/1991,12:59:24 AM,28.87,72,8/25/2018,Q3,H2,2018,8,August,Aug,25,Saturday,Sat,2.02,40888,0%,431-99-1746,215-340-5271,Muse,Washington,Muse,PA,15350,Northeast,sfoyama,e_FvCWLy?9XIjda
572737,Mr.,Waldo,A,Gilcrease,M,waldo.gilcrease@hotmail.com,Roosevelt Gilcrease,Micaela Gilcrease,Follansbee,5/2/1994,06:09:02 AM,26.35,83,6/2/2018,Q2,H1,2018,6,June,Jun,2,Saturday,Sat,2.25,111306,5%,430-99-2984,212-950-6304,Newport,Herkimer,Newport,NY,13416,Northeast,wagilcrease,a;vYM.k&!~w7jK9
442253,Mrs.,Cher,W,Litten,F,cher.litten@ibm.com,Wilfred Litten,Tiera Litten,Butler,12/15/1975,06:04:25 PM,44.75,53,1/2/2009,Q1,H1,2009,1,January,Jan,2,Friday,Fri,11.67,64967,17%,657-36-5056,210-242-6807,Houston,Harris,Houston,TX,77229,South,cwlitten,Ju<5>>COR%
474059,Mrs.,Jami,A,Marsden,F,jami.marsden@aol.com,Timmy Marsden,Clelia Marsden,Weyant,11/13/1967,06:11:30 AM,52.84,53,4/16/1989,Q2,H1,1989,4,April,Apr,16,Sunday,Sun,31.4,99247,10%,333-11-6986,231-707-2095,Ridgeway,Lenawee,Ridgeway,MI,49275,Midwest,jamarsden,6*i0~gm-{jD$LiS
290913,Mr.,Fred,I,Texeira,M,fred.texeira@gmail.com,Cedrick Texeira,Vernice Texeira,Truett,4/26/1966,10:35:06 PM,54.39,61,4/18/1998,Q2,H1,1998,4,April,Apr,18,Saturday,Sat,22.39,100616,26%,103-02-8912,308-980-5028,Albion,Boone,Albion,NE,68620,Midwest,fitexeira,THz}?g[2sn:u_9X
159090,Drs.,Rhoda,B,Human,F,rhoda.human@yahoo.co.in,Tuan Human,Jeanett Human,Cantero,4/7/1989,09:48:44 AM,31.42,52,4/20/2016,Q2,H1,2016,4,April,Apr,20,Wednesday,Wed,4.37,93880,24%,525-99-2224,701-357-9923,Litchville,Barnes,Litchville,ND,58461,Midwest,rbhuman,4KRIOI+BE
987230,Mr.,Numbers,B,Hausmann,M,numbers.hausmann@yahoo.com,Damion Hausmann,Johnette Hausmann,Backes,9/5/1962,08:55:49 AM,58.03,69,1/6/1985,Q1,H1,1985,1,January,Jan,6,Sunday,Sun,35.68,151969,23%,365-39-0839,808-842-8960,Hilo,Hawaii,Hilo,HI,96721,West,nbhausmann,6}L%1SV4
260351,Mrs.,Carletta,V,Longwell,F,carletta.longwell@gmail.com,Manuel Longwell,Ronna Longwell,Collins,5/1/1983,11:15:43 PM,37.36,58,7/17/2010,Q3,H2,2010,7,July,Jul,17,Saturday,Sat,10.13,94060,27%,127-98-2672,240-614-1085,College Park,Prince George's,College Park,MD,20740,South,cvlongwell,MUioZXFSK&.
